period,k,kq,vol,vol_dc,p_exp,p_min,count,count_itm
182,0.5071,0.0332,0.0439,10,0.0045,0.0101,29838,988
182,0.5198,0.0359,0.0439,10,0.0049,0.0111,29838,1071
182,0.5333,0.0389,0.0439,10,0.0054,0.0123,29838,1152
182,0.5456,0.0421,0.0439,10,0.0059,0.0134,29838,1256
182,0.5581,0.0456,0.0439,10,0.0065,0.0147,29838,1360
182,0.5714,0.0496,0.0439,10,0.0071,0.0162,29838,1468
182,0.5833,0.0536,0.0439,10,0.0077,0.0176,29838,1590
182,0.5932,0.058,0.0439,10,0.0083,0.0189,29838,1728
182,0.6053,0.0627,0.0439,10,0.009,0.0205,29838,1872
182,0.6181,0.068,0.0439,10,0.0098,0.0224,29838,2027
182,0.6325,0.0736,0.0439,10,0.0109,0.0247,29838,2196
182,0.6471,0.08,0.0439,10,0.012,0.0273,29838,2378
182,0.6614,0.0864,0.0439,10,0.0132,0.03,29838,2574
182,0.6735,0.0935,0.0439,10,0.0143,0.0325,29838,2790
182,0.6875,0.1013,0.0439,10,0.0156,0.0356,29838,3012
182,0.7033,0.1097,0.0439,10,0.0173,0.0393,29838,3272
182,0.7183,0.1188,0.0439,10,0.019,0.0432,29838,3544
182,0.7333,0.1288,0.0439,10,0.0209,0.0474,29838,3836
182,0.75,0.1398,0.0439,10,0.0231,0.0525,29838,4144
182,0.7652,0.151,0.0439,10,0.0253,0.0576,29838,4502
182,0.7826,0.1638,0.0439,10,0.028,0.0639,29838,4877
182,0.8,0.1779,0.0439,10,0.031,0.0707,29838,5280
182,0.8159,0.1918,0.0439,10,0.0339,0.0775,29838,5724
182,0.8342,0.2078,0.0439,10,0.0376,0.0859,29838,6199
182,0.8537,0.225,0.0439,10,0.0418,0.0957,29838,6715
182,0.8715,0.2438,0.0439,10,0.046,0.1054,29838,7272
182,0.892,0.264,0.0439,10,0.0512,0.1175,29838,7877
182,0.913,0.286,0.0439,10,0.057,0.1311,29838,8529
182,0.9329,0.3097,0.0439,10,0.0629,0.1451,29838,9241
182,0.9553,0.3355,0.0439,10,0.0701,0.1623,29838,10008
182,0.9798,0.3634,0.0439,10,0.0787,0.1828,29838,10840
182,1.0,0.3973,0.0439,10,0.0862,0.2008,29838,11424
365,0.6104,0.0101,0.0096,1,0.0011,0.002,28937,289
365,0.62,0.0109,0.0096,1,0.0012,0.0022,28937,313
365,0.6314,0.0117,0.0096,1,0.0013,0.0025,28937,340
365,0.6401,0.0128,0.0096,1,0.0014,0.0027,28937,367
365,0.6522,0.0138,0.0096,1,0.0016,0.0031,28937,398
365,0.6612,0.015,0.0096,1,0.0017,0.0033,28937,430
365,0.6713,0.0162,0.0096,1,0.0019,0.0037,28937,467
365,0.6829,0.0175,0.0096,1,0.0021,0.0041,28937,506
365,0.6891,0.019,0.0096,1,0.0022,0.0044,28937,548
365,0.6992,0.0206,0.0096,1,0.0024,0.0048,28937,593
365,0.7081,0.0222,0.0096,1,0.0026,0.0053,28937,643
365,0.7163,0.0241,0.0096,1,0.0027,0.0057,28937,697
365,0.7241,0.0261,0.0096,1,0.0029,0.0062,28937,755
365,0.7333,0.0282,0.0096,1,0.0032,0.0068,28937,817
365,0.7408,0.0306,0.0096,1,0.0034,0.0073,28937,885
365,0.7462,0.0331,0.0096,1,0.0036,0.0078,28937,959
365,0.7546,0.0359,0.0096,1,0.0039,0.0085,28937,1038
365,0.7606,0.039,0.0096,1,0.0041,0.009,28937,1124
365,0.7663,0.0421,0.0096,1,0.0043,0.0096,28937,1218
365,0.7745,0.0456,0.0096,1,0.0047,0.0105,28937,1319
365,0.784,0.0494,0.0096,1,0.0051,0.0116,28937,1429
365,0.7925,0.0535,0.0096,1,0.0056,0.0126,28937,1547
365,0.7991,0.058,0.0096,1,0.0059,0.0135,28937,1675
365,0.809,0.0628,0.0096,1,0.0065,0.015,28937,1816
365,0.8165,0.068,0.0096,1,0.007,0.0162,28937,1966
365,0.8244,0.0736,0.0096,1,0.0076,0.0176,28937,2130
365,0.8324,0.0798,0.0096,1,0.0082,0.0191,28937,2304
365,0.84,0.0864,0.0096,1,0.0088,0.0206,28937,2499
365,0.8461,0.0935,0.0096,1,0.0094,0.022,28937,2706
365,0.8539,0.1013,0.0096,1,0.0101,0.0238,28937,2929
365,0.8606,0.1098,0.0096,1,0.0108,0.0254,28937,3174
365,0.8682,0.1188,0.0096,1,0.0117,0.0275,28937,3437
365,0.8762,0.1287,0.0096,1,0.0127,0.0298,28937,3723
365,0.8841,0.1394,0.0096,1,0.0138,0.0322,28937,4033
365,0.893,0.151,0.0096,1,0.015,0.0352,28937,4368
365,0.9021,0.1635,0.0096,1,0.0165,0.0386,28937,4732
365,0.9116,0.1771,0.0096,1,0.0181,0.0424,28937,5125
365,0.9213,0.1918,0.0096,1,0.0199,0.0467,28937,5551
365,0.9304,0.2078,0.0096,1,0.0217,0.0512,28937,6012
365,0.9409,0.225,0.0096,1,0.024,0.0567,28937,6512
365,0.9524,0.2438,0.0096,1,0.0267,0.0635,28937,7046
365,0.9622,0.264,0.0096,1,0.0292,0.0699,28937,7639
365,0.9738,0.286,0.0096,1,0.0323,0.0782,28937,8273
365,0.9845,0.3098,0.0096,1,0.0355,0.0868,28937,8961
365,0.9967,0.3355,0.0096,1,0.0394,0.0973,28937,9707
365,1.0,0.346,0.0096,1,0.0406,0.1004,28937,9879
365,0.597,0.0101,0.0119,2,0.0008,0.0026,28937,289
365,0.6074,0.0109,0.0119,2,0.0009,0.0029,28937,314
365,0.615,0.0118,0.0119,2,0.001,0.0032,28937,339
365,0.6225,0.0127,0.0119,2,0.0011,0.0035,28937,368
365,0.6302,0.0139,0.0119,2,0.0012,0.0038,28937,398
365,0.6373,0.015,0.0119,2,0.0013,0.0041,28937,431
365,0.6445,0.0162,0.0119,2,0.0014,0.0044,28937,466
365,0.6526,0.0175,0.0119,2,0.0016,0.0048,28937,506
365,0.66,0.019,0.0119,2,0.0017,0.0052,28937,549
365,0.6667,0.0208,0.0119,2,0.0018,0.0056,28937,592
365,0.6724,0.0223,0.0119,2,0.0019,0.0059,28937,642
365,0.6794,0.0241,0.0119,2,0.0021,0.0064,28937,695
365,0.6856,0.0261,0.0119,2,0.0023,0.0068,28937,755
365,0.6913,0.0283,0.0119,2,0.0024,0.0072,28937,816
365,0.7003,0.0306,0.0119,2,0.0027,0.0079,28937,885
365,0.7111,0.0331,0.0119,2,0.003,0.0087,28937,959
365,0.7192,0.0359,0.0119,2,0.0033,0.0095,28937,1039
365,0.7285,0.0389,0.0119,2,0.0037,0.0103,28937,1125
365,0.7349,0.0421,0.0119,2,0.0039,0.011,28937,1214
365,0.7434,0.0456,0.0119,2,0.0043,0.0119,28937,1318
365,0.7515,0.0494,0.0119,2,0.0047,0.0129,28937,1429
365,0.7609,0.0535,0.0119,2,0.0052,0.0141,28937,1547
365,0.7699,0.0579,0.0119,2,0.0057,0.0153,28937,1676
365,0.7784,0.0628,0.0119,2,0.0062,0.0166,28937,1816
365,0.7875,0.068,0.0119,2,0.0068,0.0181,28937,1966
365,0.7958,0.0736,0.0119,2,0.0073,0.0195,28937,2130
365,0.8064,0.0797,0.0119,2,0.0082,0.0216,28937,2307
365,0.8147,0.0864,0.0119,2,0.0088,0.0233,28937,2498
365,0.8249,0.0935,0.0119,2,0.0098,0.0256,28937,2705
365,0.8335,0.1014,0.0119,2,0.0106,0.0277,28937,2930
365,0.8427,0.1097,0.0119,2,0.0116,0.0302,28937,3175
365,0.8534,0.1188,0.0119,2,0.0128,0.0333,28937,3436
365,0.8627,0.1287,0.0119,2,0.0139,0.0362,28937,3724
365,0.8724,0.1394,0.0119,2,0.0153,0.0395,28937,4032
365,0.8825,0.151,0.0119,2,0.0167,0.0432,28937,4369
365,0.8928,0.1636,0.0119,2,0.0183,0.0472,28937,4731
365,0.9022,0.1771,0.0119,2,0.0199,0.0513,28937,5125
365,0.9134,0.1918,0.0119,2,0.022,0.0566,28937,5551
365,0.925,0.2078,0.0119,2,0.0243,0.0625,28937,6008
365,0.9371,0.225,0.0119,2,0.0269,0.0693,28937,6512
365,0.9485,0.2437,0.0119,2,0.0296,0.0763,28937,7053
365,0.9595,0.264,0.0119,2,0.0324,0.0838,28937,7639
365,0.9733,0.286,0.0119,2,0.0362,0.0941,28937,8273
365,0.9876,0.3097,0.0119,2,0.0404,0.1058,28937,8961
365,1.0,0.3331,0.0119,2,0.0444,0.117,28937,9533
365,0.569,0.0101,0.0135,3,0.0008,0.0025,28938,289
365,0.5731,0.0109,0.0135,3,0.0008,0.0027,28938,314
365,0.5819,0.0117,0.0135,3,0.0009,0.003,28938,340
365,0.5903,0.0127,0.0135,3,0.001,0.0033,28938,368
365,0.5986,0.0138,0.0135,3,0.0011,0.0036,28938,398
365,0.6091,0.0149,0.0135,3,0.0013,0.0041,28938,432
365,0.6162,0.0162,0.0135,3,0.0014,0.0044,28938,468
365,0.621,0.0176,0.0135,3,0.0015,0.0047,28938,506
365,0.6272,0.019,0.0135,3,0.0016,0.005,28938,549
365,0.6355,0.0205,0.0135,3,0.0017,0.0055,28938,594
365,0.6429,0.0223,0.0135,3,0.0019,0.006,28938,642
365,0.6486,0.0241,0.0135,3,0.002,0.0063,28938,697
365,0.6579,0.0262,0.0135,3,0.0023,0.007,28938,754
365,0.6638,0.0282,0.0135,3,0.0024,0.0075,28938,817
365,0.6705,0.0306,0.0135,3,0.0026,0.008,28938,882
365,0.6781,0.0332,0.0135,3,0.0029,0.0087,28938,958
365,0.6839,0.0359,0.0135,3,0.0031,0.0092,28938,1038
365,0.6938,0.0389,0.0135,3,0.0034,0.0101,28938,1125
365,0.7021,0.0421,0.0135,3,0.0038,0.011,28938,1216
365,0.7109,0.0456,0.0135,3,0.0042,0.012,28938,1319
365,0.72,0.0494,0.0135,3,0.0046,0.0131,28938,1428
365,0.7306,0.0535,0.0135,3,0.0051,0.0145,28938,1547
365,0.7391,0.058,0.0135,3,0.0056,0.0157,28938,1675
365,0.7508,0.0628,0.0135,3,0.0063,0.0175,28938,1816
365,0.7595,0.068,0.0135,3,0.0069,0.0189,28938,1966
365,0.7708,0.0736,0.0135,3,0.0077,0.021,28938,2129
365,0.7799,0.0798,0.0135,3,0.0084,0.0228,28938,2306
365,0.7899,0.0864,0.0135,3,0.0092,0.0249,28938,2499
365,0.8007,0.0935,0.0135,3,0.0102,0.0273,28938,2706
365,0.8113,0.1013,0.0135,3,0.0112,0.0299,28938,2930
365,0.8209,0.1097,0.0135,3,0.0122,0.0325,28938,3175
365,0.8318,0.1189,0.0135,3,0.0135,0.0357,28938,3438
365,0.8421,0.1287,0.0135,3,0.0147,0.0389,28938,3719
365,0.8536,0.1394,0.0135,3,0.0163,0.0428,28938,4034
365,0.8636,0.1512,0.0135,3,0.0177,0.0465,28938,4368
365,0.8756,0.1635,0.0135,3,0.0196,0.0512,28938,4732
365,0.8875,0.1771,0.0135,3,0.0217,0.0564,28938,5125
365,0.8985,0.1918,0.0135,3,0.0237,0.0615,28938,5551
365,0.9116,0.2078,0.0135,3,0.0263,0.0682,28938,6012
365,0.9247,0.225,0.0135,3,0.0291,0.0754,28938,6512
365,0.9382,0.2438,0.0135,3,0.0323,0.0837,28938,7052
365,0.9506,0.264,0.0135,3,0.0354,0.092,28938,7640
365,0.9653,0.2859,0.0135,3,0.0395,0.1028,28938,8274
365,0.9806,0.3097,0.0135,3,0.044,0.115,28938,8962
365,0.9959,0.3354,0.0135,3,0.049,0.1286,28938,9707
365,1.0,0.345,0.0135,3,0.0504,0.1325,28938,9862
365,0.5513,0.01,0.0151,4,0.001,0.0027,28937,290
365,0.561,0.0109,0.0151,4,0.0011,0.003,28937,314
365,0.5666,0.0117,0.0151,4,0.0011,0.0032,28937,340
365,0.5744,0.0128,0.0151,4,0.0012,0.0035,28937,367
365,0.5808,0.0138,0.0151,4,0.0013,0.0038,28937,398
365,0.5886,0.015,0.0151,4,0.0014,0.0041,28937,431
365,0.5934,0.0162,0.0151,4,0.0015,0.0043,28937,468
365,0.6009,0.0175,0.0151,4,0.0016,0.0047,28937,506
365,0.6062,0.019,0.0151,4,0.0017,0.005,28937,549
365,0.6129,0.0205,0.0151,4,0.0018,0.0054,28937,594
365,0.621,0.0223,0.0151,4,0.002,0.0059,28937,642
365,0.6305,0.0242,0.0151,4,0.0022,0.0065,28937,696
365,0.6417,0.0261,0.0151,4,0.0025,0.0073,28937,755
365,0.6491,0.0282,0.0151,4,0.0027,0.0078,28937,817
365,0.6603,0.0307,0.0151,4,0.003,0.0088,28937,883
365,0.6673,0.0331,0.0151,4,0.0033,0.0094,28937,959
365,0.6753,0.0359,0.0151,4,0.0035,0.0102,28937,1039
365,0.6825,0.0389,0.0151,4,0.0038,0.0109,28937,1125
365,0.6923,0.0421,0.0151,4,0.0042,0.012,28937,1217
365,0.7017,0.0456,0.0151,4,0.0046,0.0131,28937,1319
365,0.713,0.0494,0.0151,4,0.0052,0.0145,28937,1429
365,0.7231,0.0536,0.0151,4,0.0057,0.0159,28937,1547
365,0.7317,0.0579,0.0151,4,0.0061,0.0172,28937,1676
365,0.7435,0.0628,0.0151,4,0.0069,0.019,28937,1816
365,0.7519,0.068,0.0151,4,0.0074,0.0205,28937,1967
365,0.7625,0.0736,0.0151,4,0.0082,0.0225,28937,2130
365,0.7733,0.0797,0.0151,4,0.009,0.0246,28937,2307
365,0.7814,0.0864,0.0151,4,0.0097,0.0264,28937,2499
365,0.7916,0.0935,0.0151,4,0.0106,0.0288,28937,2706
365,0.802,0.1013,0.0151,4,0.0116,0.0314,28937,2931
365,0.8129,0.1097,0.0151,4,0.0127,0.0345,28937,3175
365,0.8227,0.1188,0.0151,4,0.0139,0.0374,28937,3438
365,0.8339,0.1287,0.0151,4,0.0153,0.041,28937,3724
365,0.8449,0.1394,0.0151,4,0.0167,0.0449,28937,4033
365,0.8571,0.151,0.0151,4,0.0185,0.0495,28937,4368
365,0.8683,0.1635,0.0151,4,0.0203,0.054,28937,4732
365,0.8801,0.1771,0.0151,4,0.0223,0.0593,28937,5125
365,0.8919,0.1918,0.0151,4,0.0244,0.0649,28937,5551
365,0.9048,0.2078,0.0151,4,0.027,0.0716,28937,6011
365,0.9167,0.225,0.0151,4,0.0296,0.0784,28937,6512
365,0.9306,0.2437,0.0151,4,0.0328,0.0869,28937,7053
365,0.9444,0.264,0.0151,4,0.0364,0.0961,28937,7638
365,0.9582,0.2859,0.0151,4,0.0401,0.1061,28937,8274
365,0.9725,0.3097,0.0151,4,0.0444,0.1173,28937,8962
365,0.9885,0.3355,0.0151,4,0.0495,0.1311,28937,9707
365,1.0,0.3549,0.0151,4,0.0535,0.1416,28937,10154
365,0.5051,0.01,0.0166,5,0.001,0.0026,28937,290
365,0.5094,0.0109,0.0166,5,0.001,0.0027,28937,314
365,0.521,0.0117,0.0166,5,0.0011,0.0031,28937,340
365,0.527,0.0127,0.0166,5,0.0012,0.0033,28937,368
365,0.5334,0.0138,0.0166,5,0.0013,0.0036,28937,399
365,0.543,0.015,0.0166,5,0.0014,0.004,28937,430
365,0.5528,0.0162,0.0166,5,0.0016,0.0044,28937,467
365,0.5584,0.0175,0.0166,5,0.0017,0.0046,28937,506
365,0.567,0.019,0.0166,5,0.0018,0.0051,28937,549
365,0.5761,0.0206,0.0166,5,0.002,0.0056,28937,593
365,0.5823,0.0222,0.0166,5,0.0022,0.0059,28937,643
365,0.5916,0.0241,0.0166,5,0.0024,0.0065,28937,696
365,0.5996,0.0261,0.0166,5,0.0026,0.007,28937,754
365,0.6069,0.0282,0.0166,5,0.0028,0.0076,28937,817
365,0.6146,0.0306,0.0166,5,0.003,0.0082,28937,885
365,0.6226,0.0331,0.0166,5,0.0033,0.0088,28937,959
365,0.6309,0.036,0.0166,5,0.0035,0.0095,28937,1036
365,0.6412,0.0389,0.0166,5,0.0039,0.0105,28937,1125
365,0.6498,0.0421,0.0166,5,0.0043,0.0114,28937,1216
365,0.6585,0.0456,0.0166,5,0.0047,0.0123,28937,1319
365,0.6707,0.0494,0.0166,5,0.0052,0.0138,28937,1428
365,0.6814,0.0535,0.0166,5,0.0058,0.0152,28937,1546
365,0.6929,0.058,0.0166,5,0.0064,0.0168,28937,1675
365,0.7052,0.0628,0.0166,5,0.0072,0.0187,28937,1816
365,0.7141,0.068,0.0166,5,0.0077,0.0202,28937,1967
365,0.7224,0.0736,0.0166,5,0.0083,0.0217,28937,2130
365,0.7328,0.0797,0.0166,5,0.0091,0.0236,28937,2307
365,0.742,0.0864,0.0166,5,0.0099,0.0255,28937,2499
365,0.7529,0.0936,0.0166,5,0.0109,0.0278,28937,2705
365,0.7656,0.1013,0.0166,5,0.0121,0.0308,28937,2931
365,0.7817,0.1098,0.0166,5,0.0138,0.035,28937,3173
365,0.7921,0.1188,0.0166,5,0.015,0.0379,28937,3438
365,0.8025,0.1287,0.0166,5,0.0163,0.0411,28937,3724
365,0.8136,0.1394,0.0166,5,0.0178,0.0446,28937,4034
365,0.8245,0.151,0.0166,5,0.0194,0.0484,28937,4369
365,0.8376,0.1635,0.0166,5,0.0214,0.0533,28937,4732
365,0.8507,0.1771,0.0166,5,0.0236,0.0586,28937,5124
365,0.8645,0.192,0.0166,5,0.0262,0.0647,28937,5550
365,0.8781,0.2078,0.0166,5,0.0289,0.0711,28937,6012
365,0.891,0.225,0.0166,5,0.0317,0.0777,28937,6512
365,0.9059,0.2437,0.0166,5,0.0352,0.086,28937,7053
365,0.9224,0.2641,0.0166,5,0.0393,0.096,28937,7638
365,0.9382,0.2859,0.0166,5,0.0437,0.1065,28937,8274
365,0.9553,0.3097,0.0166,5,0.0488,0.119,28937,8962
365,0.9733,0.3355,0.0166,5,0.0546,0.1333,28937,9707
365,0.9917,0.3633,0.0166,5,0.061,0.1494,28937,10512
365,1.0,0.3769,0.0166,5,0.0641,0.1572,28937,10772
365,0.5017,0.0138,0.0183,6,0.0014,0.004,28938,399
365,0.5097,0.015,0.0183,6,0.0016,0.0043,28938,431
365,0.5196,0.0162,0.0183,6,0.0017,0.0048,28938,468
365,0.5271,0.0175,0.0183,6,0.0018,0.0051,28938,507
365,0.5388,0.019,0.0183,6,0.002,0.0057,28938,548
365,0.5481,0.0205,0.0183,6,0.0022,0.0062,28938,594
365,0.5569,0.0222,0.0183,6,0.0024,0.0067,28938,643
365,0.5681,0.0241,0.0183,6,0.0027,0.0074,28938,697
365,0.58,0.0261,0.0183,6,0.003,0.0083,28938,753
365,0.5882,0.0283,0.0183,6,0.0032,0.0089,28938,815
365,0.5944,0.0306,0.0183,6,0.0034,0.0094,28938,885
365,0.6068,0.0332,0.0183,6,0.0038,0.0105,28938,956
365,0.6145,0.0359,0.0183,6,0.004,0.0113,28938,1039
365,0.6236,0.0389,0.0183,6,0.0044,0.0122,28938,1125
365,0.6313,0.0421,0.0183,6,0.0047,0.013,28938,1218
365,0.6427,0.0456,0.0183,6,0.0052,0.0144,28938,1319
365,0.6509,0.0494,0.0183,6,0.0056,0.0154,28938,1429
365,0.6605,0.0535,0.0183,6,0.0061,0.0167,28938,1548
365,0.6696,0.058,0.0183,6,0.0066,0.018,28938,1675
365,0.6784,0.0628,0.0183,6,0.0071,0.0193,28938,1816
365,0.6903,0.068,0.0183,6,0.0079,0.0213,28938,1967
365,0.7003,0.0736,0.0183,6,0.0086,0.0231,28938,2129
365,0.7109,0.0797,0.0183,6,0.0094,0.0251,28938,2307
365,0.7198,0.0864,0.0183,6,0.0101,0.027,28938,2497
365,0.7333,0.0935,0.0183,6,0.0114,0.03,28938,2705
365,0.7472,0.1013,0.0183,6,0.0127,0.0334,28938,2931
365,0.7585,0.1097,0.0183,6,0.0139,0.0364,28938,3175
365,0.7691,0.1189,0.0183,6,0.0151,0.0393,28938,3438
365,0.7815,0.1287,0.0183,6,0.0166,0.043,28938,3723
365,0.7962,0.1394,0.0183,6,0.0186,0.0478,28938,4033
365,0.8091,0.151,0.0183,6,0.0205,0.0523,28938,4368
365,0.8226,0.1635,0.0183,6,0.0226,0.0574,28938,4732
365,0.8366,0.1771,0.0183,6,0.025,0.0631,28938,5125
365,0.8495,0.1919,0.0183,6,0.0274,0.0687,28938,5550
365,0.8652,0.2078,0.0183,6,0.0305,0.0762,28938,6011
365,0.88,0.225,0.0183,6,0.0337,0.0838,28938,6512
365,0.8978,0.2437,0.0183,6,0.0379,0.0937,28938,7053
365,0.9144,0.264,0.0183,6,0.0421,0.1039,28938,7640
365,0.9307,0.286,0.0183,6,0.0466,0.1148,28938,8271
365,0.9488,0.3097,0.0183,6,0.0519,0.1279,28938,8962
365,0.9678,0.3355,0.0183,6,0.0581,0.143,28938,9705
365,0.9868,0.3634,0.0183,6,0.0647,0.1595,28938,10513
365,1.0,0.3848,0.0183,6,0.0696,0.1717,28938,11037
365,0.5066,0.0222,0.0204,7,0.0024,0.006,28937,643
365,0.5198,0.0242,0.0204,7,0.0027,0.0067,28937,696
365,0.5317,0.0261,0.0204,7,0.003,0.0074,28937,755
365,0.5416,0.0283,0.0204,7,0.0032,0.0081,28937,815
365,0.555,0.0306,0.0204,7,0.0036,0.009,28937,885
365,0.5688,0.0331,0.0204,7,0.0041,0.0101,28937,959
365,0.579,0.0359,0.0204,7,0.0044,0.0109,28937,1039
365,0.5881,0.0389,0.0204,7,0.0048,0.0118,28937,1125
365,0.5983,0.0421,0.0204,7,0.0052,0.0128,28937,1218
365,0.6109,0.0456,0.0204,7,0.0057,0.0142,28937,1319
365,0.62,0.0494,0.0204,7,0.0062,0.0152,28937,1429
365,0.6316,0.0535,0.0204,7,0.0068,0.0167,28937,1547
365,0.6456,0.0579,0.0204,7,0.0075,0.0186,28937,1676
365,0.6565,0.0628,0.0204,7,0.0082,0.0202,28937,1815
365,0.667,0.068,0.0204,7,0.0089,0.0218,28937,1967
365,0.6809,0.0736,0.0204,7,0.0099,0.0242,28937,2130
365,0.6939,0.0798,0.0204,7,0.0109,0.0267,28937,2305
365,0.7039,0.0864,0.0204,7,0.0117,0.0287,28937,2499
365,0.7138,0.0935,0.0204,7,0.0126,0.0309,28937,2706
365,0.7276,0.1013,0.0204,7,0.0139,0.0341,28937,2931
365,0.7384,0.1097,0.0204,7,0.0151,0.0368,28937,3175
365,0.7502,0.1189,0.0204,7,0.0164,0.04,28937,3435
365,0.763,0.1287,0.0204,7,0.018,0.0437,28937,3724
365,0.7759,0.1394,0.0204,7,0.0197,0.0477,28937,4034
365,0.7903,0.151,0.0204,7,0.0218,0.0526,28937,4367
365,0.8047,0.1635,0.0204,7,0.0241,0.0579,28937,4732
365,0.8193,0.1771,0.0204,7,0.0266,0.0637,28937,5125
365,0.8349,0.1919,0.0204,7,0.0294,0.0703,28937,5548
365,0.8523,0.2078,0.0204,7,0.0329,0.0785,28937,6012
365,0.8688,0.225,0.0204,7,0.0365,0.0869,28937,6512
365,0.8837,0.2437,0.0204,7,0.04,0.0952,28937,7053
365,0.9011,0.264,0.0204,7,0.0444,0.1055,28937,7639
365,0.9201,0.2859,0.0204,7,0.0496,0.1179,28937,8274
365,0.9391,0.3097,0.0204,7,0.0553,0.1315,28937,8961
365,0.9585,0.3355,0.0204,7,0.0615,0.1466,28937,9707
365,0.9782,0.3633,0.0204,7,0.0684,0.1633,28937,10513
365,1.0,0.3947,0.0204,7,0.0767,0.1834,28937,11298
365,0.501,0.0261,0.0232,8,0.0028,0.0076,28938,755
365,0.5114,0.0282,0.0232,8,0.0031,0.0083,28938,817
365,0.5233,0.0306,0.0232,8,0.0034,0.0092,28938,885
365,0.5359,0.0331,0.0232,8,0.0038,0.0102,28938,959
365,0.5458,0.0359,0.0232,8,0.0042,0.0111,28938,1039
365,0.5556,0.0389,0.0232,8,0.0045,0.012,28938,1122
365,0.567,0.0421,0.0232,8,0.005,0.0131,28938,1218
365,0.5781,0.0456,0.0232,8,0.0055,0.0143,28938,1318
365,0.5866,0.0494,0.0232,8,0.0059,0.0152,28938,1428
365,0.5981,0.0535,0.0232,8,0.0065,0.0166,28938,1547
365,0.6107,0.058,0.0232,8,0.0072,0.0183,28938,1675
365,0.6256,0.0628,0.0232,8,0.0081,0.0204,28938,1815
365,0.6363,0.068,0.0232,8,0.0088,0.022,28938,1967
365,0.6498,0.0736,0.0232,8,0.0097,0.0242,28938,2130
365,0.6628,0.0797,0.0232,8,0.0107,0.0265,28938,2307
365,0.6759,0.0864,0.0232,8,0.0118,0.0291,28938,2499
365,0.6888,0.0935,0.0232,8,0.013,0.0317,28938,2706
365,0.7054,0.1013,0.0232,8,0.0146,0.0354,28938,2929
365,0.7197,0.1097,0.0232,8,0.0161,0.0389,28938,3175
365,0.7346,0.1189,0.0232,8,0.0178,0.0429,28938,3438
365,0.7496,0.1288,0.0232,8,0.0197,0.0472,28938,3723
365,0.7647,0.1394,0.0232,8,0.0217,0.052,28938,4034
365,0.7809,0.151,0.0232,8,0.024,0.0575,28938,4368
365,0.7965,0.1635,0.0232,8,0.0265,0.0632,28938,4732
365,0.8131,0.1771,0.0232,8,0.0293,0.0699,28938,5125
365,0.8297,0.1919,0.0232,8,0.0324,0.0772,28938,5550
365,0.8465,0.2078,0.0232,8,0.0357,0.0852,28938,6012
365,0.8636,0.225,0.0232,8,0.0394,0.0941,28938,6512
365,0.8817,0.2438,0.0232,8,0.0437,0.1043,28938,7052
365,0.9008,0.264,0.0232,8,0.0485,0.1162,28938,7640
365,0.9191,0.286,0.0232,8,0.0536,0.1283,28938,8273
365,0.9385,0.3097,0.0232,8,0.0594,0.1424,28938,8962
365,0.9599,0.3355,0.0232,8,0.0662,0.1593,28938,9706
365,0.9806,0.3633,0.0232,8,0.0735,0.1772,28938,10514
365,1.0,0.3896,0.0232,8,0.0808,0.1951,28938,11144
365,0.5063,0.0389,0.0278,9,0.0051,0.0134,28937,1125
365,0.5167,0.0421,0.0278,9,0.0055,0.0144,28937,1218
365,0.5287,0.0456,0.0278,9,0.0061,0.0157,28937,1318
365,0.5403,0.0494,0.0278,9,0.0066,0.017,28937,1429
365,0.5528,0.0535,0.0278,9,0.0073,0.0185,28937,1548
365,0.5647,0.058,0.0278,9,0.0079,0.0201,28937,1675
365,0.575,0.0628,0.0278,9,0.0085,0.0215,28937,1813
365,0.5907,0.068,0.0278,9,0.0096,0.0239,28937,1967
365,0.6038,0.0736,0.0278,9,0.0105,0.0259,28937,2130
365,0.6205,0.0797,0.0278,9,0.0118,0.0288,28937,2307
365,0.6359,0.0864,0.0278,9,0.013,0.0316,28937,2499
365,0.6522,0.0935,0.0278,9,0.0145,0.0349,28937,2703
365,0.6693,0.1013,0.0278,9,0.0162,0.0386,28937,2931
365,0.6828,0.1098,0.0278,9,0.0176,0.0418,28937,3174
365,0.7024,0.1188,0.0278,9,0.0198,0.0468,28937,3437
365,0.7165,0.1287,0.0278,9,0.0216,0.0508,28937,3724
365,0.7323,0.1394,0.0278,9,0.0237,0.0555,28937,4033
365,0.7504,0.151,0.0278,9,0.0263,0.0614,28937,4369
365,0.7692,0.1636,0.0278,9,0.0293,0.0681,28937,4730
365,0.788,0.1771,0.0278,9,0.0325,0.0753,28937,5125
365,0.8088,0.1919,0.0278,9,0.0363,0.0842,28937,5550
365,0.829,0.2078,0.0278,9,0.0403,0.0936,28937,6011
365,0.851,0.225,0.0278,9,0.0451,0.1048,28937,6512
365,0.8711,0.2438,0.0278,9,0.0498,0.1161,28937,7052
365,0.8932,0.264,0.0278,9,0.0554,0.1297,28937,7638
365,0.9163,0.286,0.0278,9,0.0618,0.1453,28937,8272
365,0.9408,0.3097,0.0278,9,0.0691,0.1634,28937,8961
365,0.9667,0.3355,0.0278,9,0.0774,0.1845,28937,9707
365,0.9914,0.3633,0.0278,9,0.086,0.2065,28937,10512
365,1.0,0.3772,0.0278,9,0.0892,0.2145,28937,10773
