period,k,kq,vol,vol_dc,p_itm_p,p_exp,p_max,c_itm_p,c_exp,c_max,scale_t2,scalep_t2,scalen_t2,lmean_t2
30,0.985,0.37,0.0148,5,0.37,0.0195,0.0346,0.6299,0.043,0.0688,0.0748,0.0735,0.0762,0.0052
30,0.9885,0.39,0.0148,5,0.39,0.0208,0.037,0.61,0.0408,0.0653,0.0748,0.0735,0.0762,0.0052
30,0.9919,0.41,0.0148,5,0.41,0.0222,0.0397,0.59,0.0387,0.0618,0.0748,0.0735,0.0762,0.0052
30,0.9953,0.43,0.0148,5,0.43,0.0236,0.0423,0.5699,0.0368,0.0585,0.0748,0.0735,0.0762,0.0052
30,1.0,0.45,0.0148,5,0.4488,0.0257,0.0462,0.534,0.0342,0.0538,0.0748,0.0735,0.0762,0.0052
30,1.0014,0.47,0.0148,5,0.47,0.0263,0.0476,0.5299,0.0334,0.0526,0.0748,0.0735,0.0762,0.0052
30,1.0052,0.49,0.0148,5,0.49,0.0281,0.0513,0.51,0.0315,0.0494,0.0748,0.0735,0.0762,0.0052
30,1.0087,0.51,0.0148,5,0.51,0.0299,0.0549,0.49,0.0297,0.0464,0.0748,0.0735,0.0762,0.0052
30,1.0124,0.53,0.0148,5,0.5299,0.0318,0.0586,0.4699,0.0279,0.0436,0.0748,0.0735,0.0762,0.0052
30,1.0161,0.55,0.0148,5,0.55,0.0338,0.0623,0.45,0.0262,0.0408,0.0748,0.0735,0.0762,0.0052
30,1.0198,0.57,0.0148,5,0.57,0.0359,0.0659,0.43,0.0246,0.0382,0.0748,0.0735,0.0762,0.0052
30,1.0235,0.59,0.0148,5,0.59,0.038,0.0696,0.41,0.0231,0.0357,0.0748,0.0735,0.0762,0.0052
30,1.0268,0.61,0.0148,5,0.61,0.04,0.0729,0.39,0.0218,0.0336,0.0748,0.0735,0.0762,0.0052
30,1.0303,0.63,0.0148,5,0.6299,0.0421,0.0764,0.3699,0.0204,0.0314,0.0748,0.0735,0.0762,0.0052
30,1.0342,0.65,0.0148,5,0.65,0.0446,0.0803,0.35,0.019,0.0292,0.0748,0.0735,0.0762,0.0052
30,1.0381,0.67,0.0148,5,0.67,0.0472,0.0841,0.33,0.0177,0.0271,0.0748,0.0735,0.0762,0.0052
30,1.0421,0.69,0.0148,5,0.69,0.0499,0.0882,0.31,0.0164,0.025,0.0748,0.0735,0.0762,0.0052
30,1.0465,0.71,0.0148,5,0.71,0.053,0.0925,0.29,0.0151,0.023,0.0748,0.0735,0.0762,0.0052
30,1.0508,0.73,0.0148,5,0.73,0.056,0.0968,0.27,0.0139,0.0211,0.0748,0.0735,0.0762,0.0052
30,1.0549,0.75,0.0148,5,0.7499,0.0591,0.1009,0.25,0.0129,0.0195,0.0748,0.0735,0.0762,0.0052
30,1.0594,0.77,0.0148,5,0.77,0.0625,0.1054,0.23,0.0118,0.0178,0.0748,0.0735,0.0762,0.0052
30,1.0644,0.79,0.0148,5,0.7899,0.0663,0.1103,0.21,0.0107,0.0161,0.0748,0.0735,0.0762,0.0052
30,1.0701,0.81,0.0148,5,0.8099,0.0709,0.116,0.19,0.0096,0.0144,0.0748,0.0735,0.0762,0.0052
30,1.0761,0.83,0.0148,5,0.8299,0.0758,0.122,0.17,0.0085,0.0128,0.0748,0.0735,0.0762,0.0052
30,1.0823,0.85,0.0148,5,0.85,0.081,0.1281,0.15,0.0075,0.0113,0.0748,0.0735,0.0762,0.0052
30,1.0889,0.87,0.0148,5,0.87,0.0867,0.1348,0.13,0.0066,0.0099,0.0748,0.0735,0.0762,0.0052
30,1.0976,0.89,0.0148,5,0.8899,0.0943,0.1434,0.11,0.0056,0.0083,0.0748,0.0735,0.0762,0.0052
30,1.1081,0.91,0.0148,5,0.9099,0.1037,0.1538,0.09,0.0045,0.0068,0.0748,0.0735,0.0762,0.0052
30,1.1205,0.93,0.0148,5,0.93,0.115,0.1662,0.07,0.0035,0.0053,0.0748,0.0735,0.0762,0.0052
30,1.1376,0.95,0.0148,5,0.95,0.1311,0.1833,0.05,0.0025,0.0038,0.0748,0.0735,0.0762,0.0052
30,1.1602,0.97,0.0148,5,0.97,0.1527,0.2058,0.03,0.0016,0.0025,0.0748,0.0735,0.0762,0.0052
30,1.2174,0.99,0.0148,5,0.99,0.2087,0.2627,0.01,0.0006,0.0009,0.0748,0.0735,0.0762,0.0052
30,0.7863,0.01,0.0166,6,0.01,0.0007,0.0012,0.99,0.2233,0.2711,0.0807,0.078,0.0835,0.0057
30,0.8475,0.03,0.0166,6,0.03,0.0018,0.0029,0.97,0.1633,0.2101,0.0807,0.078,0.0835,0.0057
30,0.875,0.05,0.0166,6,0.0498,0.0029,0.0046,0.9498,0.1371,0.1828,0.0807,0.078,0.0835,0.0057
30,0.8917,0.07,0.0166,6,0.07,0.0039,0.0062,0.93,0.1214,0.1661,0.0807,0.078,0.0835,0.0057
30,0.9036,0.09,0.0166,6,0.09,0.0048,0.0078,0.91,0.1105,0.1543,0.0807,0.078,0.0835,0.0057
30,0.915,0.11,0.0166,6,0.11,0.0059,0.0097,0.89,0.1003,0.1429,0.0807,0.078,0.0835,0.0057
30,0.9239,0.13,0.0166,6,0.13,0.007,0.0115,0.87,0.0925,0.1341,0.0807,0.078,0.0835,0.0057
30,0.9313,0.15,0.0166,6,0.15,0.008,0.0133,0.85,0.0862,0.1267,0.0807,0.078,0.0835,0.0057
30,0.9378,0.17,0.0166,6,0.17,0.0091,0.0151,0.83,0.0807,0.1202,0.0807,0.078,0.0835,0.0057
30,0.9439,0.19,0.0166,6,0.19,0.0102,0.0171,0.81,0.0757,0.1141,0.0807,0.078,0.0835,0.0057
30,0.9496,0.21,0.0166,6,0.21,0.0113,0.0192,0.79,0.0712,0.1085,0.0807,0.078,0.0835,0.0057
30,0.9545,0.23,0.0166,6,0.23,0.0124,0.0211,0.77,0.0673,0.1036,0.0807,0.078,0.0835,0.0057
30,0.9593,0.25,0.0166,6,0.25,0.0135,0.0232,0.75,0.0637,0.0988,0.0807,0.078,0.0835,0.0057
30,0.9645,0.27,0.0166,6,0.27,0.0148,0.0257,0.73,0.0599,0.0936,0.0807,0.078,0.0835,0.0057
30,0.9688,0.29,0.0166,6,0.29,0.016,0.0279,0.7099,0.0569,0.0894,0.0807,0.078,0.0835,0.0057
30,0.9733,0.31,0.0166,6,0.31,0.0174,0.0304,0.6899,0.0537,0.0849,0.0807,0.078,0.0835,0.0057
30,0.9773,0.33,0.0166,6,0.3298,0.0187,0.0328,0.6699,0.051,0.0809,0.0807,0.078,0.0835,0.0057
30,0.9814,0.35,0.0166,6,0.35,0.0201,0.0355,0.6499,0.0483,0.0768,0.0807,0.078,0.0835,0.0057
30,0.985,0.37,0.0166,6,0.37,0.0214,0.038,0.63,0.046,0.0732,0.0807,0.078,0.0835,0.0057
30,0.9889,0.39,0.0166,6,0.39,0.0228,0.0408,0.61,0.0436,0.0693,0.0807,0.078,0.0835,0.0057
30,0.9928,0.41,0.0166,6,0.41,0.0244,0.0437,0.59,0.0413,0.0655,0.0807,0.078,0.0835,0.0057
30,0.9967,0.43,0.0166,6,0.43,0.026,0.0468,0.57,0.039,0.0616,0.0807,0.078,0.0835,0.0057
30,1.0,0.45,0.0166,6,0.4401,0.0274,0.0496,0.5416,0.0371,0.0583,0.0807,0.078,0.0835,0.0057
30,1.0032,0.47,0.0166,6,0.47,0.0289,0.0528,0.53,0.0354,0.0555,0.0807,0.078,0.0835,0.0057
30,1.0069,0.49,0.0166,6,0.49,0.0307,0.0564,0.51,0.0335,0.0525,0.0807,0.078,0.0835,0.0057
30,1.0103,0.51,0.0166,6,0.51,0.0324,0.0599,0.49,0.0318,0.0496,0.0807,0.078,0.0835,0.0057
30,1.0135,0.53,0.0166,6,0.53,0.034,0.063,0.47,0.0303,0.0472,0.0807,0.078,0.0835,0.0057
30,1.0172,0.55,0.0166,6,0.55,0.036,0.0668,0.45,0.0286,0.0444,0.0807,0.078,0.0835,0.0057
30,1.0211,0.57,0.0166,6,0.57,0.0382,0.0706,0.43,0.0269,0.0417,0.0807,0.078,0.0835,0.0057
30,1.0247,0.59,0.0166,6,0.59,0.0403,0.0742,0.41,0.0254,0.0392,0.0807,0.078,0.0835,0.0057
30,1.0286,0.61,0.0166,6,0.61,0.0426,0.0781,0.39,0.0238,0.0367,0.0807,0.078,0.0835,0.0057
30,1.0334,0.63,0.0166,6,0.63,0.0456,0.0829,0.37,0.022,0.0338,0.0807,0.078,0.0835,0.0057
30,1.0374,0.65,0.0166,6,0.65,0.0482,0.0869,0.35,0.0206,0.0315,0.0807,0.078,0.0835,0.0057
30,1.0417,0.67,0.0166,6,0.67,0.051,0.0912,0.33,0.0191,0.0293,0.0807,0.078,0.0835,0.0057
30,1.0464,0.69,0.0166,6,0.69,0.0541,0.0958,0.31,0.0176,0.0269,0.0807,0.078,0.0835,0.0057
30,1.05,0.71,0.0166,6,0.71,0.0567,0.0994,0.29,0.0166,0.0252,0.0807,0.078,0.0835,0.0057
30,1.0545,0.73,0.0166,6,0.7299,0.0599,0.1039,0.27,0.0153,0.0233,0.0807,0.078,0.0835,0.0057
30,1.0592,0.75,0.0166,6,0.75,0.0634,0.1086,0.2499,0.0141,0.0214,0.0807,0.078,0.0835,0.0057
30,1.0643,0.77,0.0166,6,0.7699,0.0672,0.1137,0.2299,0.0128,0.0195,0.0807,0.078,0.0835,0.0057
30,1.0703,0.79,0.0166,6,0.79,0.0718,0.1196,0.21,0.0116,0.0175,0.0807,0.078,0.0835,0.0057
30,1.0756,0.81,0.0166,6,0.81,0.0761,0.1249,0.19,0.0105,0.0158,0.0807,0.078,0.0835,0.0057
30,1.082,0.83,0.0166,6,0.83,0.0813,0.1313,0.17,0.0094,0.0141,0.0807,0.078,0.0835,0.0057
30,1.0884,0.85,0.0166,6,0.85,0.0867,0.1377,0.15,0.0083,0.0125,0.0807,0.078,0.0835,0.0057
30,1.0959,0.87,0.0166,6,0.87,0.0931,0.1451,0.1299,0.0073,0.0109,0.0807,0.078,0.0835,0.0057
30,1.1059,0.89,0.0166,6,0.89,0.1019,0.1551,0.11,0.0061,0.0091,0.0807,0.078,0.0835,0.0057
30,1.1159,0.91,0.0166,6,0.91,0.1109,0.1651,0.09,0.0051,0.0076,0.0807,0.078,0.0835,0.0057
30,1.1291,0.93,0.0166,6,0.93,0.1229,0.1782,0.07,0.0041,0.006,0.0807,0.078,0.0835,0.0057
30,1.146,0.95,0.0166,6,0.95,0.1388,0.195,0.0499,0.0031,0.0046,0.0807,0.078,0.0835,0.0057
30,1.1741,0.97,0.0166,6,0.97,0.1656,0.223,0.0299,0.0019,0.0029,0.0807,0.078,0.0835,0.0057
30,1.2344,0.99,0.0166,6,0.99,0.2247,0.2831,0.01,0.0009,0.0013,0.0807,0.078,0.0835,0.0057
30,0.7679,0.01,0.0189,7,0.01,0.0007,0.0013,0.99,0.2415,0.2947,0.0876,0.0851,0.0903,0.0049
30,0.8343,0.03,0.0189,7,0.0299,0.0019,0.0032,0.9699,0.1765,0.2285,0.0876,0.0851,0.0903,0.0049
30,0.863,0.05,0.0189,7,0.05,0.003,0.0049,0.95,0.149,0.2,0.0876,0.0851,0.0903,0.0049
30,0.883,0.07,0.0189,7,0.0699,0.0042,0.0069,0.9299,0.1303,0.18,0.0876,0.0851,0.0903,0.0049
30,0.8968,0.09,0.0189,7,0.09,0.0053,0.0087,0.91,0.1176,0.1663,0.0876,0.0851,0.0903,0.0049
30,0.9078,0.11,0.0189,7,0.11,0.0064,0.0106,0.89,0.1078,0.1553,0.0876,0.0851,0.0903,0.0049
30,0.9169,0.13,0.0189,7,0.13,0.0075,0.0125,0.87,0.0998,0.1463,0.0876,0.0851,0.0903,0.0049
30,0.9248,0.15,0.0189,7,0.15,0.0086,0.0145,0.85,0.093,0.1383,0.0876,0.0851,0.0903,0.0049
30,0.9319,0.17,0.0189,7,0.17,0.0097,0.0165,0.83,0.0871,0.1313,0.0876,0.0851,0.0903,0.0049
30,0.9385,0.19,0.0189,7,0.19,0.0109,0.0186,0.81,0.0817,0.1248,0.0876,0.0851,0.0903,0.0049
30,0.9441,0.21,0.0189,7,0.21,0.012,0.0206,0.79,0.0773,0.1192,0.0876,0.0851,0.0903,0.0049
30,0.9499,0.23,0.0189,7,0.23,0.0133,0.0229,0.77,0.0728,0.1134,0.0876,0.0851,0.0903,0.0049
30,0.955,0.25,0.0189,7,0.25,0.0145,0.0251,0.75,0.0689,0.1083,0.0876,0.0851,0.0903,0.0049
30,0.9601,0.27,0.0189,7,0.27,0.0159,0.0276,0.7299,0.0651,0.1032,0.0876,0.0851,0.0903,0.0049
30,0.9652,0.29,0.0189,7,0.29,0.0173,0.0302,0.7099,0.0615,0.0982,0.0876,0.0851,0.0903,0.0049
30,0.9697,0.31,0.0189,7,0.3099,0.0186,0.0327,0.6898,0.0583,0.0937,0.0876,0.0851,0.0903,0.0049
30,0.974,0.33,0.0189,7,0.33,0.02,0.0353,0.67,0.0554,0.0894,0.0876,0.0851,0.0903,0.0049
30,0.9782,0.35,0.0189,7,0.3499,0.0214,0.0379,0.65,0.0527,0.0853,0.0876,0.0851,0.0903,0.0049
30,0.9822,0.37,0.0189,7,0.37,0.0229,0.0407,0.63,0.0501,0.0812,0.0876,0.0851,0.0903,0.0049
30,0.9865,0.39,0.0189,7,0.39,0.0245,0.0437,0.61,0.0475,0.077,0.0876,0.0851,0.0903,0.0049
30,0.9902,0.41,0.0189,7,0.41,0.026,0.0466,0.59,0.0452,0.0733,0.0876,0.0851,0.0903,0.0049
30,0.9945,0.43,0.0189,7,0.43,0.0277,0.05,0.57,0.0428,0.069,0.0876,0.0851,0.0903,0.0049
30,1.0,0.45,0.0189,7,0.4484,0.0302,0.0545,0.5337,0.0397,0.0635,0.0876,0.0851,0.0903,0.0049
30,1.0015,0.47,0.0189,7,0.47,0.0309,0.056,0.53,0.0389,0.0622,0.0876,0.0851,0.0903,0.0049
30,1.006,0.49,0.0189,7,0.4899,0.033,0.0605,0.51,0.0366,0.0584,0.0876,0.0851,0.0903,0.0049
30,1.01,0.51,0.0189,7,0.51,0.035,0.0645,0.49,0.0346,0.0551,0.0876,0.0851,0.0903,0.0049
30,1.0142,0.53,0.0189,7,0.53,0.0372,0.0687,0.47,0.0325,0.0518,0.0876,0.0851,0.0903,0.0049
30,1.0179,0.55,0.0189,7,0.55,0.0391,0.0723,0.45,0.0309,0.0491,0.0876,0.0851,0.0903,0.0049
30,1.0222,0.57,0.0189,7,0.57,0.0416,0.0766,0.43,0.029,0.046,0.0876,0.0851,0.0903,0.0049
30,1.0263,0.59,0.0189,7,0.59,0.0439,0.0807,0.4099,0.0273,0.0432,0.0876,0.0851,0.0903,0.0049
30,1.0307,0.61,0.0189,7,0.61,0.0465,0.0851,0.3899,0.0255,0.0404,0.0876,0.0851,0.0903,0.0049
30,1.035,0.63,0.0189,7,0.6299,0.0492,0.0894,0.37,0.0239,0.0377,0.0876,0.0851,0.0903,0.0049
30,1.0397,0.65,0.0189,7,0.65,0.0522,0.094,0.35,0.0222,0.035,0.0876,0.0851,0.0903,0.0049
30,1.0441,0.67,0.0189,7,0.67,0.0551,0.0985,0.33,0.0207,0.0326,0.0876,0.0851,0.0903,0.0049
30,1.0483,0.69,0.0189,7,0.69,0.058,0.1027,0.31,0.0194,0.0305,0.0876,0.0851,0.0903,0.0049
30,1.0529,0.71,0.0189,7,0.7099,0.0612,0.1072,0.29,0.018,0.0283,0.0876,0.0851,0.0903,0.0049
30,1.0573,0.73,0.0189,7,0.7299,0.0643,0.1115,0.27,0.0168,0.0263,0.0876,0.0851,0.0903,0.0049
30,1.0628,0.75,0.0189,7,0.75,0.0684,0.117,0.25,0.0154,0.024,0.0876,0.0851,0.0903,0.0049
30,1.0686,0.77,0.0189,7,0.77,0.0728,0.1228,0.23,0.014,0.0218,0.0876,0.0851,0.0903,0.0049
30,1.0742,0.79,0.0189,7,0.79,0.0771,0.1284,0.21,0.0127,0.0199,0.0876,0.0851,0.0903,0.0049
30,1.0813,0.81,0.0189,7,0.81,0.0827,0.1354,0.19,0.0113,0.0177,0.0876,0.0851,0.0903,0.0049
30,1.0878,0.83,0.0189,7,0.83,0.0881,0.142,0.17,0.0102,0.0158,0.0876,0.0851,0.0903,0.0049
30,1.0952,0.85,0.0189,7,0.85,0.0942,0.1493,0.15,0.009,0.014,0.0876,0.0851,0.0903,0.0049
30,1.1052,0.87,0.0189,7,0.8699,0.1028,0.1593,0.1299,0.0076,0.0118,0.0876,0.0851,0.0903,0.0049
30,1.1147,0.89,0.0189,7,0.89,0.1111,0.1687,0.11,0.0065,0.01,0.0876,0.0851,0.0903,0.0049
30,1.1272,0.91,0.0189,7,0.91,0.1224,0.1812,0.09,0.0052,0.0081,0.0876,0.0851,0.0903,0.0049
30,1.1413,0.93,0.0189,7,0.93,0.1353,0.1952,0.07,0.0041,0.0064,0.0876,0.0851,0.0903,0.0049
30,1.1603,0.95,0.0189,7,0.95,0.1531,0.2141,0.05,0.003,0.0046,0.0876,0.0851,0.0903,0.0049
30,1.188,0.97,0.0189,7,0.97,0.1796,0.2417,0.03,0.0019,0.0029,0.0876,0.0851,0.0903,0.0049
30,1.254,0.99,0.0189,7,0.99,0.2441,0.3074,0.01,0.0007,0.0011,0.0876,0.0851,0.0903,0.0049
30,0.7532,0.01,0.022,8,0.01,0.0009,0.0015,0.99,0.258,0.3163,0.0964,0.0937,0.0992,0.0056
30,0.8221,0.03,0.022,8,0.03,0.0022,0.0036,0.97,0.1907,0.2478,0.0964,0.0937,0.0992,0.0056
30,0.8545,0.05,0.022,8,0.05,0.0034,0.0057,0.95,0.1596,0.2154,0.0964,0.0937,0.0992,0.0056
30,0.8717,0.07,0.022,8,0.07,0.0044,0.0075,0.93,0.1436,0.1984,0.0964,0.0937,0.0992,0.0056
30,0.8861,0.09,0.022,8,0.09,0.0056,0.0095,0.91,0.1304,0.184,0.0964,0.0937,0.0992,0.0056
30,0.8981,0.11,0.022,8,0.11,0.0068,0.0115,0.89,0.1196,0.1721,0.0964,0.0937,0.0992,0.0056
30,0.9086,0.13,0.022,8,0.13,0.008,0.0137,0.8699,0.1104,0.1617,0.0964,0.0937,0.0992,0.0056
30,0.9181,0.15,0.022,8,0.15,0.0094,0.0161,0.85,0.1023,0.1522,0.0964,0.0937,0.0992,0.0056
30,0.9254,0.17,0.022,8,0.17,0.0105,0.0181,0.83,0.0961,0.1449,0.0964,0.0937,0.0992,0.0056
30,0.9327,0.19,0.022,8,0.19,0.0118,0.0205,0.81,0.0902,0.1377,0.0964,0.0937,0.0992,0.0056
30,0.9397,0.21,0.022,8,0.21,0.0132,0.023,0.79,0.0846,0.1307,0.0964,0.0937,0.0992,0.0056
30,0.9459,0.23,0.022,8,0.23,0.0146,0.0255,0.7699,0.0798,0.1245,0.0964,0.0937,0.0992,0.0056
30,0.9516,0.25,0.022,8,0.25,0.0159,0.028,0.75,0.0755,0.1189,0.0964,0.0937,0.0992,0.0056
30,0.957,0.27,0.022,8,0.2699,0.0173,0.0306,0.7299,0.0715,0.1135,0.0964,0.0937,0.0992,0.0056
30,0.9621,0.29,0.022,8,0.2899,0.0188,0.0333,0.71,0.0678,0.1083,0.0964,0.0937,0.0992,0.0056
30,0.9674,0.31,0.022,8,0.31,0.0203,0.0363,0.69,0.0642,0.1031,0.0964,0.0937,0.0992,0.0056
30,0.9717,0.33,0.022,8,0.33,0.0217,0.0389,0.6699,0.0612,0.0988,0.0964,0.0937,0.0992,0.0056
30,0.9767,0.35,0.022,8,0.3497,0.0234,0.0422,0.6498,0.0579,0.0938,0.0964,0.0937,0.0992,0.0056
30,0.9814,0.37,0.022,8,0.37,0.0251,0.0454,0.63,0.0549,0.0891,0.0964,0.0937,0.0992,0.0056
30,0.9859,0.39,0.022,8,0.3899,0.0268,0.0487,0.61,0.0522,0.0846,0.0964,0.0937,0.0992,0.0056
30,0.9904,0.41,0.022,8,0.41,0.0286,0.052,0.59,0.0495,0.0802,0.0964,0.0937,0.0992,0.0056
30,0.995,0.43,0.022,8,0.43,0.0305,0.0557,0.57,0.0468,0.0756,0.0964,0.0937,0.0992,0.0056
30,1.0,0.45,0.022,8,0.4468,0.0327,0.0598,0.5323,0.044,0.0706,0.0964,0.0937,0.0992,0.0056
30,1.0013,0.47,0.022,8,0.47,0.0333,0.0611,0.53,0.0433,0.0695,0.0964,0.0937,0.0992,0.0056
30,1.0065,0.49,0.022,8,0.49,0.0358,0.0663,0.51,0.0406,0.0651,0.0964,0.0937,0.0992,0.0056
30,1.0114,0.51,0.022,8,0.5099,0.0382,0.0711,0.4899,0.0382,0.0612,0.0964,0.0937,0.0992,0.0056
30,1.0154,0.53,0.022,8,0.53,0.0403,0.0751,0.47,0.0363,0.0581,0.0964,0.0937,0.0992,0.0056
30,1.0196,0.55,0.022,8,0.55,0.0425,0.0793,0.45,0.0344,0.0549,0.0964,0.0937,0.0992,0.0056
30,1.0242,0.57,0.022,8,0.57,0.0451,0.084,0.43,0.0324,0.0516,0.0964,0.0937,0.0992,0.0056
30,1.0294,0.59,0.022,8,0.59,0.0481,0.0891,0.41,0.0302,0.0481,0.0964,0.0937,0.0992,0.0056
30,1.0339,0.61,0.022,8,0.61,0.0508,0.0936,0.39,0.0284,0.0451,0.0964,0.0937,0.0992,0.0056
30,1.0382,0.63,0.022,8,0.63,0.0535,0.0979,0.37,0.0268,0.0425,0.0964,0.0937,0.0992,0.0056
30,1.0429,0.65,0.022,8,0.65,0.0565,0.1025,0.35,0.0251,0.0398,0.0964,0.0937,0.0992,0.0056
30,1.0478,0.67,0.022,8,0.67,0.0597,0.1075,0.33,0.0234,0.0371,0.0964,0.0937,0.0992,0.0056
30,1.0531,0.69,0.022,8,0.69,0.0633,0.1127,0.31,0.0217,0.0343,0.0964,0.0937,0.0992,0.0056
30,1.0585,0.71,0.022,8,0.71,0.0671,0.1181,0.29,0.0201,0.0317,0.0964,0.0937,0.0992,0.0056
30,1.0641,0.73,0.022,8,0.73,0.0711,0.1237,0.2699,0.0186,0.0292,0.0964,0.0937,0.0992,0.0056
30,1.0704,0.75,0.022,8,0.75,0.0757,0.13,0.25,0.0169,0.0266,0.0964,0.0937,0.0992,0.0056
30,1.0769,0.77,0.022,8,0.7699,0.0806,0.1364,0.23,0.0154,0.0242,0.0964,0.0937,0.0992,0.0056
30,1.0833,0.79,0.022,8,0.7899,0.0856,0.1428,0.21,0.014,0.0219,0.0964,0.0937,0.0992,0.0056
30,1.0896,0.81,0.022,8,0.8099,0.0906,0.149,0.19,0.0127,0.0199,0.0964,0.0937,0.0992,0.0056
30,1.0966,0.83,0.022,8,0.8299,0.0963,0.156,0.17,0.0115,0.0179,0.0964,0.0937,0.0992,0.0056
30,1.1057,0.85,0.022,8,0.85,0.1039,0.1651,0.15,0.01,0.0156,0.0964,0.0937,0.0992,0.0056
30,1.1146,0.87,0.022,8,0.87,0.1115,0.1739,0.13,0.0088,0.0136,0.0964,0.0937,0.0992,0.0056
30,1.1255,0.89,0.022,8,0.89,0.1211,0.1848,0.11,0.0075,0.0115,0.0964,0.0937,0.0992,0.0056
30,1.1391,0.91,0.022,8,0.9099,0.1333,0.1984,0.09,0.0061,0.0094,0.0964,0.0937,0.0992,0.0056
30,1.1544,0.93,0.022,8,0.93,0.1473,0.2135,0.07,0.0049,0.0075,0.0964,0.0937,0.0992,0.0056
30,1.177,0.95,0.022,8,0.95,0.1685,0.2361,0.05,0.0036,0.0054,0.0964,0.0937,0.0992,0.0056
30,1.2127,0.97,0.022,8,0.97,0.2026,0.2716,0.03,0.0022,0.0033,0.0964,0.0937,0.0992,0.0056
30,1.2903,0.99,0.022,8,0.99,0.2785,0.349,0.01,0.0008,0.0012,0.0964,0.0937,0.0992,0.0056
30,0.7273,0.01,0.027,9,0.01,0.001,0.0016,0.99,0.287,0.3543,0.1118,0.1088,0.1148,0.0068
30,0.8028,0.03,0.027,9,0.03,0.0023,0.0039,0.97,0.2132,0.2791,0.1118,0.1088,0.1148,0.0068
30,0.8355,0.05,0.027,9,0.05,0.0036,0.0061,0.95,0.1819,0.2465,0.1118,0.1088,0.1148,0.0068
30,0.8559,0.07,0.027,9,0.07,0.0048,0.0082,0.93,0.1628,0.2262,0.1118,0.1088,0.1148,0.0068
30,0.8711,0.09,0.027,9,0.09,0.006,0.0104,0.91,0.1488,0.2111,0.1118,0.1088,0.1148,0.0068
30,0.8846,0.11,0.027,9,0.11,0.0073,0.0127,0.89,0.1367,0.1977,0.1118,0.1088,0.1148,0.0068
30,0.8952,0.13,0.027,9,0.13,0.0086,0.0149,0.87,0.1274,0.1871,0.1118,0.1088,0.1148,0.0068
30,0.905,0.15,0.027,9,0.15,0.01,0.0174,0.85,0.119,0.1774,0.1118,0.1088,0.1148,0.0068
30,0.9139,0.17,0.027,9,0.17,0.0114,0.0199,0.83,0.1116,0.1685,0.1118,0.1088,0.1148,0.0068
30,0.9216,0.19,0.027,9,0.19,0.0128,0.0224,0.81,0.1053,0.1608,0.1118,0.1088,0.1148,0.0068
30,0.9286,0.21,0.027,9,0.2095,0.0141,0.0249,0.7898,0.0997,0.1539,0.1118,0.1088,0.1148,0.0068
30,0.9362,0.23,0.027,9,0.2299,0.0158,0.0279,0.7699,0.0938,0.1463,0.1118,0.1088,0.1148,0.0068
30,0.9425,0.25,0.027,9,0.25,0.0173,0.0307,0.7499,0.089,0.14,0.1118,0.1088,0.1148,0.0068
30,0.949,0.27,0.027,9,0.27,0.019,0.0338,0.7299,0.0842,0.1335,0.1118,0.1088,0.1148,0.0068
30,0.9551,0.29,0.027,9,0.2899,0.0207,0.0369,0.7099,0.0799,0.1275,0.1118,0.1088,0.1148,0.0068
30,0.9612,0.31,0.027,9,0.31,0.0225,0.0403,0.69,0.0756,0.1215,0.1118,0.1088,0.1148,0.0068
30,0.9664,0.33,0.027,9,0.33,0.0242,0.0435,0.6699,0.0721,0.1162,0.1118,0.1088,0.1148,0.0068
30,0.9714,0.35,0.027,9,0.35,0.0259,0.0467,0.65,0.0688,0.1113,0.1118,0.1088,0.1148,0.0068
30,0.9767,0.37,0.027,9,0.37,0.0278,0.0502,0.63,0.0654,0.106,0.1118,0.1088,0.1148,0.0068
30,0.9821,0.39,0.027,9,0.39,0.0298,0.054,0.61,0.0621,0.1007,0.1118,0.1088,0.1148,0.0068
30,0.9872,0.41,0.027,9,0.41,0.0319,0.0578,0.59,0.0591,0.0956,0.1118,0.1088,0.1148,0.0068
30,0.9932,0.43,0.027,9,0.43,0.0344,0.0626,0.5699,0.0556,0.0896,0.1118,0.1088,0.1148,0.0068
30,1.0,0.45,0.027,9,0.4496,0.0374,0.0681,0.5303,0.0518,0.0828,0.1118,0.1088,0.1148,0.0068
30,1.0003,0.47,0.027,9,0.47,0.0375,0.0684,0.53,0.0516,0.0826,0.1118,0.1088,0.1148,0.0068
30,1.0076,0.49,0.027,9,0.49,0.041,0.0757,0.51,0.0478,0.0765,0.1118,0.1088,0.1148,0.0068
30,1.013,0.51,0.027,9,0.5099,0.0437,0.081,0.49,0.0452,0.0722,0.1118,0.1088,0.1148,0.0068
30,1.0178,0.53,0.027,9,0.5299,0.0461,0.0858,0.47,0.0429,0.0685,0.1118,0.1088,0.1148,0.0068
30,1.023,0.55,0.027,9,0.55,0.049,0.091,0.45,0.0405,0.0646,0.1118,0.1088,0.1148,0.0068
30,1.0283,0.57,0.027,9,0.57,0.0519,0.0963,0.43,0.0382,0.0608,0.1118,0.1088,0.1148,0.0068
30,1.0336,0.59,0.027,9,0.59,0.0549,0.1015,0.41,0.036,0.0573,0.1118,0.1088,0.1148,0.0068
30,1.0387,0.61,0.027,9,0.61,0.058,0.1067,0.39,0.0339,0.0539,0.1118,0.1088,0.1148,0.0068
