period,k,kq,vol,vol_dc,p_exp,p_min,count,count_itm
1095,0.8735,0.1636,0.0174,5,0.0302,0.1268,749.0,123.0
1095,0.8919,0.1772,0.0174,5,0.0333,0.1385,749.0,133.0
1095,0.9139,0.1918,0.0174,5,0.0374,0.1536,749.0,144.0
1095,0.9355,0.2079,0.0174,5,0.0417,0.1696,749.0,156.0
1095,0.9621,0.225,0.0174,5,0.0474,0.1912,749.0,169.0
1095,0.9842,0.2438,0.0174,5,0.0526,0.2107,749.0,183.0
1095,1.0,0.2582,0.0174,5,0.0565,0.2255,749.0,192.0
1095,0.5081,0.0261,0.019,6,0.0032,0.015,749.0,20.0
1095,0.519,0.0283,0.019,6,0.0035,0.0163,749.0,21.0
1095,0.5284,0.0306,0.019,6,0.0038,0.0175,749.0,23.0
1095,0.5408,0.0331,0.019,6,0.0042,0.0192,749.0,25.0
1095,0.5549,0.0359,0.019,6,0.0047,0.0212,749.0,27.0
1095,0.5656,0.0389,0.019,6,0.0051,0.023,749.0,29.0
1095,0.578,0.0422,0.019,6,0.0056,0.0251,749.0,32.0
1095,0.5898,0.0456,0.019,6,0.0061,0.0272,749.0,34.0
1095,0.5987,0.0494,0.019,6,0.0065,0.0289,749.0,37.0
1095,0.614,0.0535,0.019,6,0.0073,0.0321,749.0,40.0
1095,0.6299,0.058,0.019,6,0.0082,0.0357,749.0,43.0
1095,0.6427,0.0627,0.019,6,0.0089,0.0388,749.0,47.0
1095,0.6552,0.0681,0.019,6,0.0098,0.042,749.0,51.0
1095,0.6706,0.0736,0.019,6,0.0108,0.0463,749.0,55.0
1095,0.6852,0.0797,0.019,6,0.012,0.0507,749.0,60.0
1095,0.6992,0.0864,0.019,6,0.0131,0.0551,749.0,65.0
1095,0.7129,0.0935,0.019,6,0.0144,0.0598,749.0,70.0
1095,0.7296,0.1013,0.019,6,0.016,0.0658,749.0,76.0
1095,0.7451,0.1097,0.019,6,0.0176,0.0718,749.0,82.0
1095,0.7629,0.1188,0.019,6,0.0196,0.0792,749.0,89.0
1095,0.7812,0.1287,0.019,6,0.0219,0.0873,749.0,96.0
1095,0.7965,0.1394,0.019,6,0.024,0.0947,749.0,104.0
1095,0.8171,0.151,0.019,6,0.0269,0.1052,749.0,113.0
1095,0.8381,0.1636,0.019,6,0.0302,0.1169,749.0,123.0
1095,0.8572,0.1771,0.019,6,0.0335,0.1282,749.0,133.0
1095,0.88,0.1918,0.019,6,0.0377,0.1428,749.0,144.0
1095,0.9026,0.2078,0.019,6,0.0422,0.1585,749.0,156.0
1095,0.927,0.225,0.019,6,0.0475,0.1766,749.0,169.0
1095,0.9499,0.2438,0.019,6,0.0529,0.195,749.0,183.0
1095,0.9737,0.264,0.019,6,0.0589,0.2156,749.0,198.0
1095,1.0,0.2865,0.019,6,0.0661,0.2401,749.0,213.0
1095,0.5099,0.0389,0.0209,7,0.0057,0.0216,749.0,29.0
1095,0.5267,0.0422,0.0209,7,0.0064,0.0239,749.0,32.0
1095,0.5405,0.0457,0.0209,7,0.007,0.0261,749.0,34.0
1095,0.5544,0.0494,0.0209,7,0.0076,0.0283,749.0,37.0
1095,0.5703,0.0536,0.0209,7,0.0085,0.0311,749.0,40.0
1095,0.5857,0.0579,0.0209,7,0.0093,0.034,749.0,43.0
1095,0.6046,0.0627,0.0209,7,0.0105,0.0379,749.0,47.0
1095,0.6204,0.068,0.0209,7,0.0115,0.0415,749.0,51.0
1095,0.6352,0.0736,0.0209,7,0.0125,0.0451,749.0,55.0
1095,0.6523,0.0797,0.0209,7,0.0138,0.0496,749.0,60.0
1095,0.6667,0.0864,0.0209,7,0.015,0.0536,749.0,65.0
1095,0.6867,0.0936,0.0209,7,0.0168,0.0596,749.0,70.0
1095,0.701,0.1013,0.0209,7,0.0182,0.0643,749.0,76.0
1095,0.7187,0.1097,0.0209,7,0.0201,0.0704,749.0,82.0
1095,0.7373,0.1188,0.0209,7,0.0222,0.0773,749.0,89.0
1095,0.7551,0.1287,0.0209,7,0.0244,0.0844,749.0,96.0
1095,0.7755,0.1394,0.0209,7,0.0272,0.0932,749.0,104.0
1095,0.7941,0.151,0.0209,7,0.0299,0.1018,749.0,113.0
1095,0.8167,0.1636,0.0209,7,0.0334,0.113,749.0,123.0
1095,0.842,0.1771,0.0209,7,0.0377,0.1268,749.0,133.0
1095,0.8664,0.1919,0.0209,7,0.0422,0.1415,749.0,144.0
1095,0.8881,0.2078,0.0209,7,0.0466,0.1555,749.0,156.0
1095,0.9132,0.225,0.0209,7,0.052,0.1731,749.0,169.0
1095,0.9412,0.2439,0.0209,7,0.0585,0.1946,749.0,183.0
1095,0.9689,0.264,0.0209,7,0.0656,0.2179,749.0,198.0
1095,0.9976,0.2859,0.0209,7,0.0735,0.2442,749.0,214.0
1095,1.0,0.2884,0.0209,7,0.0742,0.2464,749.0,215.0
1095,0.5101,0.0456,0.0235,8,0.0064,0.0252,749.0,34.0
1095,0.5247,0.0494,0.0235,8,0.0071,0.0276,749.0,37.0
1095,0.5407,0.0535,0.0235,8,0.0079,0.0304,749.0,40.0
1095,0.5574,0.0579,0.0235,8,0.0089,0.0336,749.0,43.0
1095,0.5736,0.0627,0.0235,8,0.0098,0.0369,749.0,47.0
1095,0.5914,0.068,0.0235,8,0.011,0.0409,749.0,51.0
1095,0.6079,0.0736,0.0235,8,0.0122,0.0449,749.0,55.0
1095,0.6223,0.0797,0.0235,8,0.0133,0.0486,749.0,60.0
1095,0.6395,0.0864,0.0235,8,0.0147,0.0533,749.0,65.0
1095,0.6553,0.0936,0.0235,8,0.0161,0.058,749.0,70.0
1095,0.6757,0.1013,0.0235,8,0.0181,0.0645,749.0,76.0
1095,0.6934,0.1098,0.0235,8,0.02,0.0706,749.0,82.0
1095,0.7112,0.1188,0.0235,8,0.022,0.0772,749.0,89.0
1095,0.7312,0.1287,0.0235,8,0.0245,0.0852,749.0,96.0
1095,0.7514,0.1394,0.0235,8,0.0272,0.0938,749.0,104.0
1095,0.7742,0.151,0.0235,8,0.0305,0.1043,749.0,113.0
1095,0.7959,0.1635,0.0235,8,0.0339,0.115,749.0,123.0
1095,0.8178,0.1771,0.0235,8,0.0376,0.1266,749.0,133.0
1095,0.839,0.1919,0.0235,8,0.0415,0.1387,749.0,144.0
1095,0.8635,0.2078,0.0235,8,0.0464,0.1538,749.0,156.0
1095,0.8865,0.225,0.0235,8,0.0514,0.169,749.0,169.0
1095,0.9121,0.2438,0.0235,8,0.0574,0.1875,749.0,183.0
1095,0.9405,0.264,0.0235,8,0.0646,0.2096,749.0,198.0
1095,0.9726,0.2859,0.0235,8,0.0734,0.2371,749.0,214.0
1095,1.0,0.3061,0.0235,8,0.0815,0.2626,749.0,228.0
1095,0.5098,0.0535,0.0277,9,0.0074,0.03,749.0,40.0
1095,0.523,0.058,0.0277,9,0.0082,0.0324,749.0,43.0
1095,0.5414,0.0628,0.0277,9,0.0093,0.0361,749.0,47.0
1095,0.5563,0.068,0.0277,9,0.0102,0.0393,749.0,51.0
1095,0.5697,0.0736,0.0277,9,0.0112,0.0423,749.0,55.0
1095,0.587,0.0797,0.0277,9,0.0125,0.0465,749.0,60.0
1095,0.6057,0.0864,0.0277,9,0.0141,0.0513,749.0,65.0
1095,0.6243,0.0935,0.0277,9,0.0157,0.0565,749.0,70.0
1095,0.6439,0.1014,0.0277,9,0.0176,0.0623,749.0,76.0
1095,0.6633,0.1098,0.0277,9,0.0197,0.0686,749.0,82.0
1095,0.6842,0.1189,0.0277,9,0.0221,0.076,749.0,89.0
1095,0.7078,0.1287,0.0277,9,0.025,0.0849,749.0,96.0
1095,0.7335,0.1394,0.0277,9,0.0284,0.0956,749.0,104.0
1095,0.7588,0.151,0.0277,9,0.0321,0.1072,749.0,113.0
1095,0.7857,0.1635,0.0277,9,0.0363,0.1206,749.0,123.0
1095,0.8094,0.1771,0.0277,9,0.0404,0.1334,749.0,133.0
1095,0.8359,0.1918,0.0277,9,0.0453,0.149,749.0,144.0
1095,0.8641,0.2078,0.0277,9,0.0509,0.1669,749.0,156.0
1095,0.8958,0.225,0.0277,9,0.0578,0.1889,749.0,169.0
1095,0.927,0.2438,0.0277,9,0.0651,0.2126,749.0,183.0
1095,0.9573,0.264,0.0277,9,0.0728,0.2376,749.0,198.0
1095,0.99,0.286,0.0277,9,0.0817,0.2671,749.0,214.0
1095,1.0,0.2949,0.0277,9,0.0847,0.2766,749.0,219.0
1095,0.5007,0.0736,0.0415,10,0.0113,0.0402,749.0,55.0
1095,0.5252,0.0797,0.0415,10,0.0132,0.0463,749.0,60.0
1095,0.5461,0.0864,0.0415,10,0.0149,0.0521,749.0,65.0
1095,0.5653,0.0936,0.0415,10,0.0166,0.0578,749.0,70.0
1095,0.5934,0.1013,0.0415,10,0.0194,0.0669,749.0,76.0
1095,0.6153,0.1097,0.0415,10,0.0217,0.0745,749.0,82.0
1095,0.6392,0.1189,0.0415,10,0.0244,0.0835,749.0,89.0
1095,0.6667,0.1289,0.0415,10,0.0278,0.0946,749.0,96.0
1095,0.6947,0.1394,0.0415,10,0.0316,0.1069,749.0,104.0
1095,0.7276,0.151,0.0415,10,0.0364,0.1225,749.0,113.0
1095,0.764,0.1636,0.0415,10,0.0421,0.1416,749.0,123.0
1095,0.7966,0.1771,0.0415,10,0.0477,0.1604,749.0,133.0
1095,0.8333,0.1919,0.0415,10,0.0544,0.1835,749.0,144.0
1095,0.8682,0.2078,0.0415,10,0.0614,0.2075,749.0,156.0
1095,0.9014,0.225,0.0415,10,0.0686,0.2324,749.0,169.0
1095,0.9414,0.2437,0.0415,10,0.0779,0.265,749.0,183.0
1095,0.9854,0.264,0.0415,10,0.0891,0.3042,749.0,198.0
1095,1.0,0.2731,0.0415,10,0.093,0.3178,749.0,202.0
